Confirmed,Country/Region,Deaths,Date,Province/State,Recovered,Epidemy,Lat,Long
9.0,Mongolia,0.0,2003-06-27,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-27,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-27,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-27,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-27,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-27,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-27,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,32.0,2003-06-27,,171.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-27,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-27,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-27,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-27,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-27,,7.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-27,,4.0,SARS,55.378051,-3.435973
74.0,US,0.0,2003-06-27,,64.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-27,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-26,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-26,,2.0,SARS,-14.235004,-51.92528
251.0,Canada,37.0,2003-06-26,,190.0,SARS,56.130366,-106.34677099999999
5327.0,Mainland China,348.0,2003-06-26,,4921.0,SARS,35.86166,104.195397
1755.0,Hong Kong,296.0,2003-06-26,,1419.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-26,,1.0,SARS,22.1987,113.5439
682.0,Taiwan,84.0,2003-06-26,,491.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-26,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-26,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-26,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-26,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-26,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-26,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-26,,9.0,SARS,41.87194,12.56738
1.0,Japan,0.0,2003-06-26,,0.0,SARS,36.204824,138.252924
1.0,Kuwait,0.0,2003-06-26,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-26,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-26,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-26,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-26,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-26,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-26,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-26,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-26,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,32.0,2003-06-26,,170.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-26,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-26,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-26,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-26,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-26,,7.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-26,,4.0,SARS,55.378051,-3.435973
74.0,US,0.0,2003-06-26,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-26,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-25,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-25,,2.0,SARS,-14.235004,-51.92528
250.0,Canada,37.0,2003-06-25,,188.0,SARS,56.130366,-106.34677099999999
5327.0,Mainland China,348.0,2003-06-25,,4916.0,SARS,35.86166,104.195397
1755.0,Hong Kong,296.0,2003-06-25,,1419.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-25,,1.0,SARS,22.1987,113.5439
686.0,Taiwan,84.0,2003-06-25,,492.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-25,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-25,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-25,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-25,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-25,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-25,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-25,,9.0,SARS,41.87194,12.56738
1.0,Japan,0.0,2003-06-25,,0.0,SARS,36.204824,138.252924
1.0,Kuwait,0.0,2003-06-25,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-25,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-25,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-25,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-25,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-25,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-25,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-25,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-25,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-25,,170.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-25,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-25,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-25,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-25,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-25,,7.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-25,,4.0,SARS,55.378051,-3.435973
75.0,US,0.0,2003-06-25,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-25,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-24,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-24,,2.0,SARS,-14.235004,-51.92528
249.0,Canada,37.0,2003-06-24,,188.0,SARS,56.130366,-106.34677099999999
5326.0,Mainland China,347.0,2003-06-24,,4901.0,SARS,35.86166,104.195397
1755.0,Hong Kong,296.0,2003-06-24,,1417.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-24,,1.0,SARS,22.1987,113.5439
687.0,Taiwan,84.0,2003-06-24,,492.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-24,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-24,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-24,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-24,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-24,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-24,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-24,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-24,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-24,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-24,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-24,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-24,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-24,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-24,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-24,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-24,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-24,,170.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-24,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-24,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-24,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-24,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-24,,7.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-24,,4.0,SARS,55.378051,-3.435973
75.0,US,0.0,2003-06-24,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-24,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-23,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-23,,2.0,SARS,-14.235004,-51.92528
246.0,Canada,35.0,2003-06-23,,182.0,SARS,56.130366,-106.34677099999999
5326.0,Mainland China,347.0,2003-06-23,,4895.0,SARS,35.86166,104.195397
1755.0,Hong Kong,296.0,2003-06-23,,1411.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-23,,1.0,SARS,22.1987,113.5439
692.0,Taiwan,84.0,2003-06-23,,486.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-23,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-23,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-23,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-23,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-23,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-23,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-23,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-23,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-23,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-23,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-23,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-23,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-23,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-23,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-23,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-23,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-23,,170.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-23,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-23,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-23,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-23,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-23,,7.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-23,,4.0,SARS,55.378051,-3.435973
74.0,US,0.0,2003-06-23,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-23,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-20,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-20,,2.0,SARS,-14.235004,-51.92528
245.0,Canada,34.0,2003-06-20,,180.0,SARS,56.130366,-106.34677099999999
5326.0,Mainland China,347.0,2003-06-20,,4806.0,SARS,35.86166,104.195397
1755.0,Hong Kong,296.0,2003-06-20,,1403.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-20,,1.0,SARS,22.1987,113.5439
695.0,Taiwan,84.0,2003-06-20,,480.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-20,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-20,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-20,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-20,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-20,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-20,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-20,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-20,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-20,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-20,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-20,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-20,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-20,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-20,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-20,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-20,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-20,,170.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-20,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-20,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-20,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-20,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-20,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-20,,4.0,SARS,55.378051,-3.435973
74.0,US,0.0,2003-06-20,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-20,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-19,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-19,,2.0,SARS,-14.235004,-51.92528
245.0,Canada,34.0,2003-06-19,,175.0,SARS,56.130366,-106.34677099999999
5326.0,Mainland China,347.0,2003-06-19,,4786.0,SARS,35.86166,104.195397
1755.0,Hong Kong,296.0,2003-06-19,,1396.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-19,,1.0,SARS,22.1987,113.5439
695.0,Taiwan,84.0,2003-06-19,,472.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-19,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-19,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-19,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-19,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-19,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-19,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-19,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-19,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-19,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-19,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-19,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-19,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-19,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-19,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-19,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-19,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-19,,170.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-19,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-19,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-19,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-19,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-19,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-19,,4.0,SARS,55.378051,-3.435973
75.0,US,0.0,2003-06-19,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-19,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-18,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-18,,2.0,SARS,-14.235004,-51.92528
246.0,Canada,33.0,2003-06-18,,176.0,SARS,56.130366,-106.34677099999999
5326.0,Mainland China,347.0,2003-06-18,,4762.0,SARS,35.86166,104.195397
1755.0,Hong Kong,295.0,2003-06-18,,1393.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-18,,1.0,SARS,22.1987,113.5439
697.0,Taiwan,83.0,2003-06-18,,469.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-18,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-18,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-18,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-18,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-18,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-18,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-18,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-18,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-18,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-18,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-18,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-18,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-18,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-18,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-18,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-18,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-18,,169.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-18,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-18,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-18,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-18,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-18,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-18,,4.0,SARS,55.378051,-3.435973
75.0,US,0.0,2003-06-18,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-18,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-17,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-17,,2.0,SARS,-14.235004,-51.92528
247.0,Canada,32.0,2003-06-17,,171.0,SARS,56.130366,-106.34677099999999
5326.0,Mainland China,346.0,2003-06-17,,4725.0,SARS,35.86166,104.195397
1755.0,Hong Kong,295.0,2003-06-17,,1387.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-17,,1.0,SARS,22.1987,113.5439
697.0,Taiwan,83.0,2003-06-17,,460.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-17,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-17,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-17,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-17,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-17,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-17,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-17,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-17,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-17,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-17,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-17,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-17,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-17,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-17,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-17,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-17,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-17,,169.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-17,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-17,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-17,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-17,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-17,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-17,,4.0,SARS,55.378051,-3.435973
73.0,US,0.0,2003-06-17,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-17,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-16,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-16,,2.0,SARS,-14.235004,-51.92528
243.0,Canada,32.0,2003-06-16,,156.0,SARS,56.130366,-106.34677099999999
5326.0,Mainland China,346.0,2003-06-16,,4656.0,SARS,35.86166,104.195397
1755.0,Hong Kong,295.0,2003-06-16,,1386.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-16,,1.0,SARS,22.1987,113.5439
698.0,Taiwan,83.0,2003-06-16,,443.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-16,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-16,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-16,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-16,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-16,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-16,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-16,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-16,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-16,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-16,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-16,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-16,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-16,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-16,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-16,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-16,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-16,,169.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-16,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-16,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-16,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-16,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-16,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-16,,4.0,SARS,55.378051,-3.435973
72.0,US,0.0,2003-06-16,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-16,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-13,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-13,,2.0,SARS,-14.235004,-51.92528
242.0,Canada,32.0,2003-06-13,,150.0,SARS,56.130366,-106.34677099999999
5327.0,Mainland China,343.0,2003-06-13,,4530.0,SARS,35.86166,104.195397
1755.0,Hong Kong,293.0,2003-06-13,,1380.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-13,,1.0,SARS,22.1987,113.5439
693.0,Taiwan,81.0,2003-06-13,,385.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-13,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-13,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-13,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-13,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-13,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-13,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-13,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-13,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-13,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-13,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-13,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-13,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-13,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-13,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-13,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-13,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-13,,169.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-13,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-13,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-13,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-13,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-13,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-13,,4.0,SARS,55.378051,-3.435973
71.0,US,0.0,2003-06-13,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-13,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-12,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-12,,2.0,SARS,-14.235004,-51.92528
